Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Female Reproduction (Peak) (sex selective),,11128.8,Homo sapiens,2,Female,"Hunter-gatherersThompson, M. E., Jones, J. H., Pusey, A. E., Brewer-Marsden, S., Goodall, J., Marsden, D., ... & Wrangham, R. W. (2007). Aging and fertility patterns in wild chimpanzees provide insights into the evolution of menopause. Current Biology, 17(24), 2150-2156."
Female Reproductive cessation (sex selective),,13775,Homo sapiens,2,Female,"Chusyd DE, Ackermans NL, Austad SN, Hof PR, Mielke MM, Sherwood CC, Allison DB. Aging: What We Can Learn From Elephants. Front Aging. 2021 Aug 26;2:726714. doi: 10.3389/fragi.2021."
Female Reproductive cessation (sex selective),,14322.5,Homo sapiens,2,Female,Cohen AA.Female post-reproductive lifespan: a general mammalian trait. Biological Reviews. 2004 Nov;79(4):733-50.
Female Sexual maturity is reached (sex selective),,5496.8,Homo sapiens,2,Female,"Adadevoh, S., Agble, T., Hobbs, C., & Elkins, T. (1989). Menarcheal age in Ghanaian school girls. International Journal of Gynecology & Obstetrics, 30(1), 63–68. https*//doi.org/10.1016/0020-7292(89)90217-8"
Female Sexual maturity is reached (sex selective),,4927.4,Homo sapiens,2,Female,"Ajong, A. B., Tankala, N. N., Yakum, M. N., Azenoi, I. S., & Kenfack, B. (2020). Knowledge of peri-menarcheal changes and a comparative analysis of the age at menarche among young adolescent school girls in urban and rural Cameroon. BMC Public Health, 20(1). https*//doi.org/10.1186/s12889-020-09787-y"
Female Sexual maturity is reached (sex selective),,4799.65,Homo sapiens,2,Female,"Al-Awadhi, N., Al-Kandari, N., Al-Hasan, T., Almurjan, D., Ali, S., & Al-Taiar, A. (2013). Age at menarche and its relationship to body mass index among adolescent girls in Kuwait. BMC public health, 13, 29. https*//doi.org/10.1186/1471-2458-13-29"
Female Sexual maturity is reached (sex selective),,4912.8,Homo sapiens,2,Female,"Al-Sahab, B., Ardern, C. I., Hamadeh, M. J., & Tamim, H. (2010). Age at menarche in Canada* results from the National Longitudinal Survey of Children & Youth. BMC Public Health, 10(1). https*//doi.org/10.1186/1471-2458-10-736"
Female Sexual maturity is reached (sex selective),Captive,5015,Homo sapiens,2,Female,"https://genomics.senescence.info/species/dataset.zip; AnAge Build 15; de Magalhaes, J. P., Abidi, Z., Dos Santos, G. A., Avelar, R. A., Barardo, D., Chatsirisupachai, K., Clark, P., De-Souza, E. A., Johnson, E. J., Lopes, I., Novoa, G., Senez, L., Talay, A., Thornton, D., & To, P. K. P. (2024). Human Ageing Genomic Resources: updates on key databases in ageing research. Nucleic Acids Res, 52(D1), D900-D908."
Female Sexual maturity is reached (sex selective),,5033.25,Homo sapiens,2,Female,"Babay, Z. A., Addar, M. H., Shahid, K., & Meriki, N. (2004). Age at menarche and the reproductive performance of Saudi women. Annals of Saudi Medicine, 24(5), 354–356. https*//doi.org/10.5144/0256-4947.2004.354"
Female Sexual maturity is reached (sex selective),,5051.5,Homo sapiens,2,Female,"Bratke, H., Bruserud, I. S., Brannsether, B., Aßmus, J., Bjerknes, R., Roelants, M., & Júlíusson, P. B. (2017). Timing of menarche in Norwegian girls* associations with body mass index, waist circumference and skinfold thickness. BMC Pediatrics, 17(1). https*//doi.org/10.1186/s12887-017-0893-x"
Female Sexual maturity is reached (sex selective),,4806.95,Homo sapiens,2,Female,"Chumlea, W. C., Schubert, C. M., Roche, A. F., Kulin, H. E., Lee, P. A., Himes, J. H., & Sun, S. S. (2003). Age at Menarche and Racial Comparisons in US Girls. PEDIATRICS, 111(1), 110–113. https*//doi.org/10.1542/peds.111.1.110"
Female Sexual maturity is reached (sex selective),,5230.35,Homo sapiens,2,Female,"Dambhare, D. G., Wagh, S. V., & Dudhe, J. Y. (2012). Age at menarche and menstrual cycle pattern among school adolescent girls in Central India. Global journal of health science, 4(1), 105–111. https*//doi.org/10.5539/gjhs.v4n1p105"
Female Sexual maturity is reached (sex selective),,5088,Homo sapiens,2,Female,"Donovan, & Telfar-Barnard. (2019). Age of first menstruation in New Zealand * findings from first ever national-level data and implications for age-appropriate education and support. The New Zealand Medical Journal, 132(1500), 100–102. https*//www.nzma.org.nz/journal-articles/age-of-first-menstruation-in-new-zealand-findings-from-first-ever-national-level-data-and-implications-for-age-appropriate-education-and-support"
Female Sexual maturity is reached (sex selective),,5343.5,Homo sapiens,2,Female,"Garenne, M. (2020). Age at menarche in Nigerian demographic surveys. Journal of Biosocial Science, 1–13. https*//doi.org/10.1017/s0021932020000504. Average age used was from the year 2000."
Female Sexual maturity is reached (sex selective),,5307,Homo sapiens,2,Female,"Garenne, M. (2020). Age at menarche in Nigerian demographic surveys. Journal of Biosocial Science, 1–13. https*//doi.org/10.1017/s0021932020000504. Average age used was from the year 2000."
Female Sexual maturity is reached (sex selective),,4810.6,Homo sapiens,2,Female,"Ghaly, Hussein, Abdelghaffar, Anwar, & Seirvogel. (2008). Optimal age of sexual maturation in Egyptian children. Eastern Mediterranean Health Journal, 14(6), 1391–1399. http*//www.emro.who.int/emhj-volume-14-2008/volume-14-issue-6/17.html"
Female Sexual maturity is reached (sex selective),,5927.5,Homo sapiens,2,Female,"Hochberg, Z., Gawlik, A., & Walker, R. S. (2011). Evolutionary fitness as a function of pubertal age in 22 subsistence-based traditional societies. International Journal of Pediatric Endocrinology, 2011(1). https*//doi.org/10.1186/1687-9856-2011-2"
Female Sexual maturity is reached (sex selective),,5077.05,Homo sapiens,2,Female,"Hur, J., Schulze, K. J., Thorne-Lyman, A. L., Wu, L. S., Shaikh, S., Ali, H., Labrique, A. B., & West, K. P., Jr (2021). Characterization of pubertal development of girls in rural Bangladesh. PloS one, 16(4), e0247762. https*//doi.org/10.1371/journal.pone.0247762"
Female Sexual maturity is reached (sex selective),,4887.25,Homo sapiens,2,Female,"Kashani, H. H., Kavosh, M. S., Keshteli, A. H., Montazer, M., Rostampour, N., Kelishadi, R., Shariatnejad, K., Memar-Ardestani, P., Hosseini, S. M., Abdeyazdan, Z., & Hashemipour, M. (2009). Age of puberty in a representative sample of Iranian girls. World Journal of Pediatrics, 5(2), 132–135. https*//doi.org/10.1007/s12519-009-0026-1"
Female Sexual maturity is reached (sex selective),,4978.5,Homo sapiens,2,Female,"Kramer, K. L. (2008). Early sexual maturity among Pumé foragers of Venezuela* Fitness implications of teen motherhood. American Journal of Physical Anthropology, 136(3), 338–350. https*//doi.org/10.1002/ajpa.20817"
Female Sexual maturity is reached (sex selective),,4832.5,Homo sapiens,2,Female,"Lalys, L., & Pineau, J. C. (2014). Age at menarche in a group of French schoolgirls. Pediatrics International, 56(4), 601–604. https*//doi.org/10.1111/ped.12296"
Female Sexual maturity is reached (sex selective),,4905.5,Homo sapiens,2,Female,"Lee, M. H., Kim, S. H., Oh, M., Lee, K. W., & Park, M. J. (2016). Age at menarche in Korean adolescents* trends and influencing factors. Reproductive Health, 13(1). https*//doi.org/10.1186/s12978-016-0240-y"
Female Sexual maturity is reached (sex selective),,4796,Homo sapiens,2,Female,"Martínez, J., Araújo, C., Horta, B. L., & Gigante, D. P. (2010). Growth patterns in early childhood and the onset of menarche before age twelve. Revista de Saúde Pública, 44(2), 249–260. https*//doi.org/10.1590/s0034-89102010000200004"
Female Sexual maturity is reached (sex selective),,4431,Homo sapiens,2,Female,"Marván, M. L., Catillo-López, R. L., Alcalá-Herrera, V., & Callejo, D. D. (2016). The Decreasing Age at Menarche in Mexico. Journal of Pediatric and Adolescent Gynecology, 29(5), 454–457. https*//doi.org/10.1016/j.jpag.2016.02.006"
Female Sexual maturity is reached (sex selective),,5219.4,Homo sapiens,2,Female,"Meng, X., Li, S., Duan, W., Sun, Y., & Jia, C. (2017). Secular Trend of Age at Menarche in Chinese Adolescents Born From 1973 to 2004. Pediatrics, 140(2), e20170085. https*//doi.org/10.1542/peds.2017-0085"
Female Sexual maturity is reached (sex selective),,4905.5,Homo sapiens,2,Female,"Morris, D. H., Jones, M. E., Schoemaker, M. J., Ashworth, A., & Swerdlow, A. J. (2010). Determinants of age at menarche in the UK* analyses from the Breakthrough Generations Study. British Journal of Cancer, 103(11), 1760–1764. https*//doi.org/10.1038/sj.bjc.6605978"
Female Sexual maturity is reached (sex selective),,5015,Homo sapiens,2,Female,"https://figshare.com/articles/dataset/Full_Archive/3563457?backTo=/collections/An_amniote_life-history_database_to_perform_comparative_analyses_with_birds_mammals_and_reptiles/3308127; Myhrvold, N. P., Baldridge, E., Chan, B., Sivam, D., Freeman, D. L., & Ernest, S. M. (2015). An amniote life‐history database to perform comparative analyses with birds, mammals, and reptiles: Ecological Archives E096‐269. Ecology, 96(11), 3109-3109."
Female Sexual maturity is reached (sex selective),,4931.05,Homo sapiens,2,Female,"Oblacińska, A., Jodkowska, M., Tabak, I., Mikiel-Kostyra, K., & Palczewska, I. (2010). Rozwój fizyczny i dojrzewanie polskich 13-latków w pierwszej dekadzie XXI wieku. Stan obecny oraz trend sekularny wzrastania i dojrzewania w ostatnim trzydziestoleciu [Physical development and puberty of Polish 13 year old adolescents in the first decade of 21st century. Current status and secular trend of growth and maturation in the last 30 years]. Medycyna wieku rozwojowego, 14(3), 235–245."
Female Sexual maturity is reached (sex selective),,4956.6,Homo sapiens,2,Female,"Orden, A. B., Vericat, A., & Apezteguía, M. C. (2011). Age at menarche in urban Argentinian girls* association with biological and socioeconomic factors. Anthropologischer Anzeiger, 68(3), 309–322. https*//doi.org/10.1127/0003-5548/2011/0109"
Female Sexual maturity is reached (sex selective),,4755.85,Homo sapiens,2,Female,"Papadimitriou, A., Fytanidis, G., Douros, K., Bakoula, C., Nicolaidou, P., & Fretzayas, A. (2008). Age at menarche in contemporary Greek girls* evidence for levelling-off of the secular trend. Acta Paediatrica, 97(6), 812–815. https*//doi.org/10.1111/j.1651-2227.2008.00806.x"
Female Sexual maturity is reached (sex selective),,5453,Homo sapiens,2,Female,"Pillai V. K. (1995). Age at menarche among adolescentFemales in Zambia* implication for family formation. International journal of sociology of the family, 25(2), 33–38."
Female Sexual maturity is reached (sex selective),,4759.5,Homo sapiens,2,Female,"Piya-Anant, M., Suvanichchati, S., Bharscharirl, M., Jirochkul, V., & Worapitaksanond, S. (1997). Sexual maturation in Thai girls. Journal of the Medical Association of Thailand = Chotmaihet thangphaet, 80(9), 557–564."
Female Sexual maturity is reached (sex selective),,4923.75,Homo sapiens,2,Female,"Pop, R. M., Tenenboum, A., & Pop, M. (2021). Secular Trends in Height, Body Mass and Mean Menarche Age in Romanian Children and Adolescents, 1936–2016. International Journal of Environmental Research and Public Health, 18(2), 490. https*//doi.org/10.3390/ijerph18020490"
Female Sexual maturity is reached (sex selective),,4796,Homo sapiens,2,Female,"Rigon, F., Bianchin, L., Bernasconi, S., Bona, G., Bozzola, M., Buzi, F., Cicognani, A., de Sanctis, C., de Sanctis, V., Radetti, G., Tatò, L., Tonini, G., & Perissinotto, E. (2010). Update on Age at Menarche in Italy* Toward the Leveling Off of the Secular Trend. Journal of Adolescent Health, 46(3), 238–244. https*//doi.org/10.1016/j.jadohealth.2009.07.009"
Female Sexual maturity is reached (sex selective),,5380,Homo sapiens,2,Female,"Rozzi, F. V., Koudou, Y., Froment, A., Le Bouc, Y., & Botton, J. (2015). Growth pattern from birth to adulthood in African pygmies of known age. Nature communications, 6, 7672. https*//doi.org/10.1038/ncomms8672"
Female Sexual maturity is reached (sex selective),,5562.5,Homo sapiens,2,Female,"Rozzi, F. V., Koudou, Y., Froment, A., Le Bouc, Y., & Botton, J. (2015). Growth pattern from birth to adulthood in African pygmies of known age. Nature communications, 6, 7672. https*//doi.org/10.1038/ncomms8672"
Female Sexual maturity is reached (sex selective),,5307,Homo sapiens,2,Female,"Rozzi, F. V., Koudou, Y., Froment, A., Le Bouc, Y., & Botton, J. (2015). Growth pattern from birth to adulthood in African pygmies of known age. Nature communications, 6, 7672. https*//doi.org/10.1038/ncomms8672"
Female Sexual maturity is reached (sex selective),,4832.5,Homo sapiens,2,Female,"Sinai, T., Bromberg, M., Axelrod, R., Shimony, T., Stark, A. H., & Keinan-Boker, L. (2020). Menarche at an Earlier Age* Results from Two National Surveys of Israeli Youth, 2003 and 2016. Journal of pediatric and adolescent gynecology, 33(5), 459–465. https*//doi.org/10.1016/j.jpag.2020.04.005"
Female Sexual maturity is reached (sex selective),,5015,Homo sapiens,2,Female,"Thomas, F., Renaud, F., Benefice, E., Meeus, T. D., & Guegan, J. F. (2001). International Variability of Ages at Menarche and Menopause* Patterns and Main Determinants. Human Biology, 73(2), 271–290. https*//doi.org/10.1353/hub.2001.0029"
Female Sexual maturity is reached (sex selective),,5489.5,Homo sapiens,2,Female,"Thomas, F., Renaud, F., Benefice, E., Meeus, T. D., & Guegan, J. F. (2001). International Variability of Ages at Menarche and Menopause* Patterns and Main Determinants. Human Biology, 73(2), 271–290. https*//doi.org/10.1353/hub.2001.0029"
Female Sexual maturity is reached (sex selective),,5117.2,Homo sapiens,2,Female,"Vicdan, K., Kükner, S., Dabakolu, T., Ergin, T., Keleş, G., & Gokmen, O. (1996). Demographic and epidemiologic features ofFemale adolescents in Turkey. Journal of Adolescent Health, 18(1), 54–58."
Female Sexual maturity is reached (sex selective),,5380,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
Female Sexual maturity is reached (sex selective),,5599,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
Female Sexual maturity is reached (sex selective),,5307,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
Female Sexual maturity is reached (sex selective),,4869,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
Female Sexual maturity is reached (sex selective),,4942,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
Female Sexual maturity is reached (sex selective),,4978.5,Homo sapiens,2,Female,"Walker, R., Gurven, M., Hill, K., Migliano, A., Chagnon, N., de Souza, R., Djurovic, G., Hames, R., Hurtado, A. M., Kaplan, H., Kramer, K., Oliver, W. J., Valeggia, C., & Yamauchi, T. (2006). Growth rates and life histories in twenty-two small-scale societies. American Journal of Human Biology, 18(3), 295–311. https*//doi.org/10.1002/ajhb.20510"
